PM10,PM25,SO2,CO,O3,NO2,kategori
55,72,54,9,35,6,1
53,66,55,9,30,9,1
59,74,55,10,30,10,1
56,73,54,9,28,8,1
88,121,27,26,39,22,2
89,117,29,22,28,17,2
80,111,28,21,29,16,2
69,99,27,18,27,15,1
81,152,27,19,19,19,2
62,93,27,16,24,13,1
70,108,27,21,29,18,2
77,110,27,19,25,15,2
59,86,28,16,28,12,1
77,109,28,24,40,21,2
71,98,28,21,26,17,1
69,101,28,24,29,19,2
78,111,28,22,30,20,2
65,92,28,23,26,16,1
129,143,29,21,24,23,2
49,89,28,18,40,20,1
59,90,27,20,49,24,1
63,83,30,18,56,23,1
48,73,27,16,50,15,1
52,75,27,16,58,15,1
42,74,27,17,57,15,1
39,69,26,15,59,12,1
54,83,25,15,73,17,1
48,77,26,17,55,24,1
50,76,26,17,58,20,1
39,70,27,15,49,18,1
70,87,53,6,24,13,1
65,78,53,7,28,8,1
71,88,54,7,29,12,1
65,87,53,6,30,9,1
64,45,54,9,22,13,1
69,44,54,11,24,11,1
68,44,22,27,30,32,1
51,74,27,16,64,16,1
11,78,29,19,42,21,1
53,85,28,17,43,15,1
69,89,21,6,42,18,1
75,104,22,9,41,26,2
73,91,23,6,38,20,1
62,81,23,6,31,20,1
67,89,21,10,28,28,1
64,85,21,7,31,20,1
66,90,23,8,30,26,1
82,109,24,12,39,33,2
73,96,21,8,44,25,1
70,91,54,7,36,5,1
56,68,54,8,32,4,1
60,74,55,6,32,5,1
64,79,55,5,26,4,1
59,80,54,5,28,4,1
56,71,54,6,25,2,1
63,76,54,4,25,3,1
67,93,54,5,32,2,1
59,78,54,5,34,3,1
57,72,54,6,28,2,1
59,78,55,7,27,3,1
72,91,55,5,30,2,1
64,80,55,5,28,4,1
62,84,55,5,37,3,1
59,69,56,4,36,3,1
67,81,54,5,31,2,1
126,199,29,26,27,25,2
86,120,30,25,24,25,2
64,93,29,15,28,19,1
76,115,29,20,26,25,2
84,123,28,20,21,12,2
80,122,28,17,20,11,2
88,121,30,16,18,10,2
75,106,31,18,19,14,2
82,123,30,22,23,15,2
82,121,29,19,29,12,2
82,122,30,20,22,16,2
76,122,43,8,35,31,2
58,86,41,7,36,26,1
65,95,43,7,30,33,1
62,89,46,5,27,26,1
59,86,46,5,39,26,1
72,107,46,5,30,38,2
64,92,49,4,29,27,1
58,85,48,5,25,23,1
65,93,51,9,25,30,1
62,78,50,6,29,23,1
63,88,49,6,24,33,1
60,91,47,4,37,25,1
62,86,48,6,37,27,1
63,96,47,5,21,35,1
58,81,44,5,31,32,1
67,102,47,8,29,36,2
66,97,47,6,34,36,1
65,94,47,7,36,26,1
59,83,45,6,40,29,1
67,95,45,5,48,33,1
82,109,20,10,40,24,2
79,100,23,8,42,21,1
72,93,24,7,46,21,1
66,83,22,5,34,16,1
71,93,23,6,37,16,1
63,79,20,4,33,11,1
59,75,19,4,32,12,1
69,93,21,6,41,17,1
69,90,21,5,44,13,1
64,83,21,6,37,14,1
65,86,23,7,38,19,1
61,86,42,8,38,41,1
58,84,42,6,35,38,1
64,89,43,9,39,37,1
68,97,45,8,33,41,1
51,63,44,8,40,29,1
53,73,43,8,34,29,1
55,74,41,6,40,25,1
64,107,44,8,41,33,2
64,89,39,15,35,30,1
58,81,43,18,36,29,1
57,79,43,16,34,26,1
47,66,40,16,38,30,1
57,81,42,16,41,37,1
53,120,41,14,34,31,2
52,75,43,15,39,24,1
50,69,42,13,43,30,1
56,93,44,11,38,30,1
65,83,43,14,4,29,1
55,75,43,15,15,25,1
58,76,43,14,31,26,1
62,96,45,15,29,34,1
58,82,44,11,31,26,1
38,67,43,12,34,34,1
62,85,20,13,39,35,1
69,98,22,15,32,45,1
60,77,20,15,23,32,1
66,96,20,8,36,23,1
74,104,22,11,36,32,2
67,89,19,9,42,29,1
68,90,22,10,37,27,1
63,79,22,7,31,21,1
50,67,22,8,32,24,1
50,63,19,7,46,23,1
60,72,33,13,19,37,1
52,68,32,15,24,33,1
56,68,33,6,34,23,1
54,73,32,10,26,31,1
38,59,32,8,33,26,1
59,70,55,2,33,3,1
55,68,55,1,33,4,1
45,51,54,2,22,2,1
64,75,55,11,26,5,1
63,70,55,12,35,5,1
53,56,53,12,30,6,1
52,59,54,13,27,10,1
52,64,55,12,27,9,1
52,78,56,13,31,12,1
51,72,55,14,32,12,1
45,68,55,13,27,10,1
48,66,55,11,29,8,1
50,73,55,12,25,13,1
44,63,55,13,32,10,1
51,82,56,14,31,16,1
66,101,55,12,22,21,2
56,75,56,12,16,15,1
55,80,57,13,24,14,1
80,104,34,24,24,27,2
80,109,29,31,27,26,2
82,108,29,34,24,28,2
89,124,30,32,19,27,2
81,129,29,18,24,14,2
75,106,29,16,23,10,2
77,109,30,24,19,21,2
75,107,29,20,27,17,2
61,103,28,20,34,17,2
81,122,29,26,22,22,2
94,150,30,20,25,16,2
61,86,27,18,71,15,1
15,69,29,17,52,18,1
14,65,29,16,57,15,1
15,74,28,17,56,19,1
59,75,29,15,69,14,1
59,77,29,17,55,16,1
56,67,29,16,48,15,1
59,69,32,16,56,16,1
45,58,31,14,56,14,1
62,74,30,22,48,22,1
62,73,30,17,66,15,1
56,67,30,19,61,22,1
67,83,31,25,57,28,1
65,82,29,20,55,21,1
57,70,31,17,54,16,1
56,69,30,17,58,15,1
59,74,28,22,15,16,1
71,107,29,26,18,19,2
73,109,30,20,24,19,2
78,109,30,27,27,24,2
65,93,30,21,23,15,1
55,79,29,20,15,15,1
63,95,30,25,21,26,1
65,87,30,27,25,28,1
59,89,30,18,19,18,1
83,82,29,41,20,29,1
63,54,29,25,15,21,1
55,33,30,28,17,19,1
67,57,31,19,24,20,1
71,105,30,19,22,14,2
59,100,31,22,54,23,1
64,102,33,25,43,28,2
53,86,31,24,33,22,1
55,89,33,16,51,14,1
58,93,33,17,60,15,1
52,79,31,17,45,14,1
51,78,31,17,41,16,1
39,64,31,18,49,16,1
52,78,31,19,50,17,1
54,82,31,18,49,16,1
47,72,31,19,51,17,1
46,71,30,13,81,12,1
53,83,32,15,65,15,1
40,67,31,14,71,10,1
63,101,33,20,49,22,2
48,71,33,21,44,20,1
51,76,32,18,53,19,1
56,88,32,18,56,18,1
30,57,32,15,61,17,1
